pl_name,updated_ecc,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,rv_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HIP 97233 b,0.63,HIP 97233,1,1,1,Radial Velocity,2014,Multiple Observatories,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1062.26506,8.8071,-9.63078,0,2.491,0.049,-0.051,0.0,,,,,,,,,6098.17365,1157.84889,-102.9764,0.0,19.187,3.643,-0.324,0.0,Mass,0.63,0.044,-0.042,0.0,,,,,,,,,0,328.305,28.168,-16.462,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,1.81,0.1,-0.1,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m41.31s,296.4221207,-00d41m48.77s,-0.6968794,102.275,0.407,-0.404,7.34,0.03,-0.03,5.09,0.027,-0.027,7.07025,0.000177,-0.000177,2023-06-12,2022-09,2023-06-12
HN Lib b,0.079,HN Lib,1,1,1,Radial Velocity,2023,Calar Alto Observatory,1,Published Confirmed,0,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.141G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2023</a>,36.116,0.027,-0.029,0,0.1417,0.0023,-0.0023,0.0,,,,,,,,,5.46,0.75,-0.75,0.0,0.01718,0.00236,-0.00236,0.0,Msini,0.079,0.09,-0.055,0.0,0.5,0.02,-0.02,0.0,234.0,6.0,-5.0,0.0,0,2.59,0.34,-0.34,0.0,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.141G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2023</a>,M4.0 V,3347.0,50.0,-50.0,0.0,0.3,0.01,-0.01,0.0,0.29,0.01,-0.01,0.0,-0.18,0.15,-0.15,0.0,[Fe/H],4.76,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h34m16.44s,218.5684823,-12d31m01.22s,-12.5170062,6.24442,0.004455,-0.004455,11.311,0.026,-0.026,5.939,0.034,-0.034,9.87882,0.001708,-0.001708,2023-08-07,2023-07,2023-08-07
HR 5183 b,0.84,HR 5183,1,2,1,Radial Velocity,2019,Multiple Observatories,1,Published Confirmed,0,<a refstr=BLUNT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..181B/abstract target=ref>Blunt et al. 2019</a>,27000.0,16000.0,-8000.0,0,18.0,6.0,-4.0,0.0,,,,,,,,,1026.5909,47.6745,-44.4962,0.0,3.23,0.15,-0.14,0.0,Msini,0.84,0.04,-0.04,0.0,,,,,171.0,5.0,-5.0,0.0,0,38.25,0.58,-0.55,0.0,<a refstr=BLUNT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..181B/abstract target=ref>Blunt et al. 2019</a>,,5794.0,100.0,-100.0,0.0,1.53,0.06,-0.05,0.0,1.07,0.04,-0.04,0.0,0.1,0.06,-0.06,0.0,[Fe/H],4.02,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h46m56.59s,206.7357992,+06d20m59.64s,6.3498994,31.4607,0.039,-0.0389,6.33432,0.023,-0.023,4.851,0.021,-0.021,6.17464,0.000538,-0.000538,2019-09-23,2019-11,2019-09-26
HR 810 b,0.14,HR 810,1,1,1,Radial Velocity,1999,La Silla Observatory,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,302.79999,2.3,-2.3,0,0.92,0.02,-0.02,0.0,,,,,,,,,721.4741,79.4575,-79.4575,0.0,2.27,0.25,-0.25,0.0,Msini,0.14,0.13,-0.13,0.0,,,,,,,,,0,57.1,5.2,-5.2,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6167.0,24.0,-24.0,0.0,1.13,0.02,-0.02,0.0,1.34,0.13,-0.13,0.0,0.16,,,0.0,[Fe/H],4.46,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m34.01s,40.6417178,-50d47m57.65s,-50.7993484,17.3181,0.0162,-0.0162,5.4,0.03,-0.03,4.138,0.036,-0.036,5.25587,0.0022802,-0.0022802,2018-09-04,2017-03,2018-09-06
IC 4651 9122 b,0.18,IC 4651 9122,1,1,1,Radial Velocity,2018,La Silla Observatory,1,Published Confirmed,0,<a refstr=LE_ATILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.139L/abstract target=ref>Le&atilde;o et al. 2018</a>,734.0,8.1,-8.1,0,2.038,0.039,-0.039,0.0,,,,,,,,,2002.329,158.915,-158.915,0.0,6.3,0.5,-0.5,0.0,Msini,0.18,0.09,-0.09,0.0,,,,,,,,,0,89.5,6.8,-6.8,0.0,<a refstr=LE_ATILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.139L/abstract target=ref>Le&atilde;o et al. 2018</a>,,,,,,,,,,2.1,,,0.0,0.12,,,0.0,[Fe/H],2.52,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h24m50.07s,261.2086139,-49d56m56.15s,-49.9489317,859.324,31.989,-31.989,10.909,0.016,-0.016,8.054,0.018,-0.018,10.5336,0.000302,-0.000302,2018-07-18,2018-12,2018-07-19
K2-111 c,0.071,K2-111,1,1,2,Radial Velocity,2020,Multiple Observatories,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,15.6805,0.0064,-0.0064,0,0.11569,0.00094,-0.00094,0.0,,,,,,,,,11.08,1.03,-1.03,0.0,0.03486,0.00324,-0.00324,0.0,Msini,0.071,,,1.0,,,,,,,,,0,3.19,0.29,-0.29,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5775.0,70.0,-70.0,0.0,1.25,0.02,-0.02,0.0,0.84,0.02,-0.02,0.0,-0.46,0.05,-0.05,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m33.67s,59.8903081,+21d17m54.69s,21.2985263,200.394,2.763,-2.69,11.13,0.034,-0.034,9.377,0.021,-0.021,10.9294,0.000621,-0.000621,2023-04-17,2023-04,2023-04-17
K2-312 c,0.853,HD 80653,1,1,2,Radial Velocity,2023,Roque de los Muchachos Observatory,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,921.2,10.8,-10.8,0,1.961,0.027,-0.027,0.0,,,,,,,,,1719.45168,165.27077,-139.8445,0.0,5.41,0.52,-0.44,0.0,Msini,0.853,0.011,-0.011,0.0,,,,,,,,,0,194.0,17.0,-13.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5959.0,61.0,-61.0,0.0,1.22,0.01,-0.01,0.0,1.18,0.04,-0.04,0.0,0.255,0.065,-0.065,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m21.38s,140.3390845,+14d22m04.33s,14.3678691,109.86,0.811,-0.8,9.452,0.003,-0.003,8.018,0.021,-0.021,9.30733,0.000346,-0.000346,2023-04-17,2023-04,2023-04-17
KELT-6 c,0.21,KELT-6,1,1,2,Radial Velocity,2015,Multiple Observatories,1,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...6D/abstract target=ref>Damasso et al. 2015</a>,1276.0,81.0,-67.0,0,2.39,0.11,-0.11,0.0,,,,,,,,,1179.1493,66.7443,-66.7443,0.0,3.71,0.21,-0.21,0.0,Msini,0.21,0.039,-0.036,0.0,,,,,,,,,0,65.7,2.6,-2.4,0.0,<a refstr=DAMASSO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...6D/abstract target=ref>Damasso et al. 2015</a>,,6272.0,61.0,-61.0,0.0,1.53,0.14,-0.14,0.0,1.13,0.06,-0.06,0.0,-0.27,0.06,-0.06,0.0,[Fe/H],4.12,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h03m55.64s,195.9818362,+30d38m24.52s,30.640145,240.726,1.987,-1.955,10.371,0.007,-0.007,9.083,0.017,-0.017,10.1934,0.000289,-0.000289,2015-09-02,2015-09,2015-09-03
KIC 3526061 b,0.85,KIC 3526061,1,1,1,Radial Velocity,2022,McDonald Observatory,1,Published Confirmed,0,<a refstr=KARJALAINEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220911096K/abstract target=ref>Karjalainen et al. 2022</a>,3552.0,158.0,-135.0,0,5.14,0.16,-0.16,0.0,,,,,,,,,5768.58559,139.8445,-139.8445,0.0,18.15,0.44,-0.44,0.0,Msini,0.85,0.01,-0.01,0.0,,,,,,,,,0,355.7,5.1,-5.0,0.0,<a refstr=KARJALAINEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220911096K/abstract target=ref>Karjalainen et al. 2022</a>,,4829.0,102.0,-102.0,0.0,5.86,0.24,-0.22,0.0,1.42,0.04,-0.04,0.0,0.12,0.1,-0.11,0.0,[Fe/H],3.09,0.32,-0.33,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m44.74s,285.1863974,+38d36m40.00s,38.6111112,401.229,4.816,-4.816,10.372,0.007,-0.007,7.776,0.029,-0.029,9.99106,0.000168,-0.000168,2022-10-10,2022-09,2022-10-10
Kapteyn c,0.23,Kapteyn,1,1,1,Radial Velocity,2014,Multiple Observatories,1,Published Confirmed,0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443L..89A/abstract target=ref> Anglada-Escud&eacute; et al. 2014</a>,121.54,0.25,-0.25,0,0.311,0.038,-0.014,0.0,,,,,,,,,7.0,1.2,-1.0,0.0,0.022,0.004,-0.003,0.0,Msini,0.23,0.1,-0.12,0.0,,,,,,,,,0,2.27,0.28,-0.26,0.0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443L..89A/abstract target=ref> Anglada-Escud&eacute; et al. 2014</a>,,3550.0,50.0,-50.0,0.0,0.29,0.03,-0.03,0.0,0.28,0.01,-0.01,0.0,-0.89,,,0.0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h11m50.08s,77.9586613,-45d02m34.87s,-45.0430198,3.93305,0.00041,-0.00041,8.86,0.1,-0.1,5.049,0.021,-0.021,8.06198,0.000588,-0.000588,2014-06-04,2014-09,2014-06-04
Kepler-10 d,0.26,Kepler-10,1,1,3,Radial Velocity,2023,Roque de los Muchachos Observatory,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,151.04,0.45,-0.45,0,0.5379,0.0044,-0.0044,0.0,,,,,,,,,12.68,2.24,-2.24,0.0,0.0399,0.00705,-0.00705,0.0,Msini,0.26,,,1.0,,,,,,,,,0,1.68,0.28,-0.28,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5708.0,28.0,-28.0,0.0,1.06,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,-0.15,0.04,-0.04,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,11.043,0.023,-0.023,9.496,0.021,-0.021,10.9191,0.000318,-0.000318,2023-04-17,2023-04,2023-04-17
Kepler-100 e,0.026437,Kepler-100,1,1,4,Radial Velocity,2023,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,60.888588,0.044471,-0.044471,0,0.312392,,,0.0,,,,,,,,,24.14272,3.33215,-3.33215,0.0,0.07596,0.01048,-0.01048,0.0,Msini,0.026437,0.127095,-0.127095,0.0,,,,,,,,,0,3.691,0.509,-0.509,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,1.1,0.03,-0.03,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,304.645,1.763,-1.744,11.055,0.011,-0.011,9.768,0.014,-0.014,11.1293,0.000371,-0.000371,2024-02-16,2024-01,2024-02-16
Kepler-129 d,0.15,Kepler-129,1,1,3,Radial Velocity,2021,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,2646.0,140.0,-94.0,0,4.0,0.1,-0.1,0.0,,,,,,,,,2637.97578,349.61125,-222.47988,0.0,8.3,1.1,-0.7,0.0,Msini,0.15,0.07,-0.05,0.0,,,,,,,,,0,106.0,17.0,-10.0,0.0,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,G4 V,5770.0,83.0,-83.0,0.0,1.65,0.01,-0.01,0.0,1.18,0.02,-0.03,0.0,0.29,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845,4.399,-4.308,11.809,0.022,-0.022,10.252,0.019,-0.019,11.6437,0.000209,-0.000209,2021-06-28,2021-09,2021-06-28
Kepler-139 e,0.013121,Kepler-139,1,1,4,Radial Velocity,2023,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,2047.635373,65.623783,-65.623783,0,3.235796,,,0.0,,,,,,,,,426.11582,42.68704,-42.68704,0.0,1.34071,0.13431,-0.13431,0.0,Msini,0.013121,0.046302,-0.046302,0.0,,,,,,,,,0,20.412,2.045,-2.045,0.0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,,,,,,,,,1.08,0.03,-0.03,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,391.038,4.238,-4.149,12.775,0.092,-0.092,11.167,0.016,-0.016,12.677,0.000184,-0.000184,2024-02-16,2024-01,2024-02-16
Kepler-1656 c,0.527,Kepler-1656,1,1,2,Radial Velocity,2022,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=ANGELO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..227A/abstract target=ref>Angelo et al. 2022</a>,1919.0,27.0,-24.0,0,3.053,0.049,-0.049,0.0,,,,,,,,,126.4,28.9,-28.9,0.0,0.4,0.09,-0.09,0.0,Mass,0.527,0.05,-0.054,0.0,,,,,,,,,0,6.35,0.56,-0.52,0.0,<a refstr=ANGELO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..227A/abstract target=ref>Angelo et al. 2022</a>,,,,,,1.1,0.13,-0.13,0.0,1.03,0.04,-0.04,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m53.34s,284.4722473,+39d54m42.80s,39.911889,185.875,0.835,-0.827,11.64,0.017,-0.017,9.64,0.017,-0.017,11.0622,0.000401,-0.000401,2022-05-24,2022-05,2022-05-24
Kepler-20 g,0.15,Kepler-20,1,2,6,Radial Velocity,2016,Multiple Observatories,1,Published Confirmed,0,<a refstr=BUCHHAVE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..160B/abstract target=ref>Buchhave et al. 2016</a>,34.94,0.038,-0.035,0,0.2055,0.0022,-0.0021,0.0,,,,,,,,,19.96,3.08,-3.61,0.0,0.0628,0.00969,-0.01136,0.0,Msini,0.15,0.01,-0.1,0.0,,,,,524.0,12.0,-12.0,0.0,0,4.1,0.61,-0.72,0.0,<a refstr=BUCHHAVE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..160B/abstract target=ref>Buchhave et al. 2016</a>,,5495.0,50.0,-50.0,0.0,0.96,0.02,-0.02,0.0,0.95,0.05,-0.05,0.0,0.07,0.08,-0.08,0.0,[m/H],4.45,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.563,1.776,-1.753,12.61,0.069,-0.069,10.871,0.013,-0.013,12.4535,0.000142,-0.000142,2017-03-28,2016-12,2017-03-30
Kepler-432 c,0.498,Kepler-432,1,2,2,Radial Velocity,2015,Fred Lawrence Whipple Observatory,1,Published Confirmed,0,<a refstr=QUINN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803...49Q/abstract target=ref>Quinn et al. 2015</a>,406.2,3.9,-2.5,0,,,,,,,,,,,,,772.3269,69.9226,-76.2792,0.0,2.43,0.22,-0.24,0.0,Msini,0.498,0.029,-0.059,0.0,,,,,,,,,0,62.1,6.1,-5.8,0.0,<a refstr=QUINN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803...49Q/abstract target=ref>Quinn et al. 2015</a>,,4995.0,78.0,-78.0,0.0,4.06,0.12,-0.08,0.0,1.32,0.1,-0.07,0.0,-0.07,0.1,-0.1,0.0,[m/H],3.35,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m07.74s,293.2822344,+48d17m09.30s,48.2859173,848.023,20.1675,-20.1675,12.398,0.057,-0.057,10.121,0.017,-0.017,12.1822,0.000162,-0.000162,2015-04-30,2015-04,2015-04-30
Kepler-454 c,0.0053,Kepler-454,1,2,3,Radial Velocity,2015,Multiple Facilities,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,524.19,0.2,-0.2,0,1.287,0.017,-0.017,0.0,,,,,,,,,1433.40612,38.13941,-38.13941,0.0,4.51,0.12,-0.12,0.0,Msini,0.0053,,,1.0,,,,,,,,,0,111.58,0.55,-0.55,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5687.0,49.0,-49.0,0.0,1.07,0.01,-0.01,0.0,1.03,0.04,-0.03,0.0,0.32,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m54.88s,287.4786474,+38d13m44.67s,38.2290751,230.869,1.316,-1.301,11.567,0.021,-0.021,9.968,0.018,-0.018,11.4395,0.000276,-0.000276,2023-04-17,2023-04,2023-04-17
Kepler-454 d,0.089,Kepler-454,1,2,3,Radial Velocity,2023,Roque de los Muchachos Observatory,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,4073.0,399.0,-186.0,0,5.1,0.34,-0.19,0.0,,,,,,,,,734.18362,85.81367,-50.85255,0.0,2.31,0.27,-0.16,0.0,Msini,0.089,0.036,-0.027,0.0,,,,,,,,,0,28.4,2.4,-1.3,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5687.0,49.0,-49.0,0.0,1.07,0.01,-0.01,0.0,1.03,0.04,-0.03,0.0,0.32,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m54.88s,287.4786474,+38d13m44.67s,38.2290751,230.869,1.316,-1.301,11.567,0.021,-0.021,9.968,0.018,-0.018,11.4395,0.000276,-0.000276,2023-04-17,2023-04,2023-04-17
Kepler-56 d,0.2,Kepler-56,1,1,3,Radial Velocity,2016,Multiple Observatories,1,Published Confirmed,0,<a refstr=OTOR_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..165O/abstract target=ref>Otor et al. 2016</a>,1002.0,5.0,-5.0,0,2.16,0.08,-0.08,0.0,,,,,,,,,1784.0,120.0,-120.0,0.0,5.61,0.38,-0.38,0.0,Msini,0.2,0.01,-0.01,0.0,,,,,,,,,0,95.21,1.84,-1.84,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4819.44,74.95,-74.95,0.0,4.22,,,0.0,,,,,0.363,0.006,-0.006,0.0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807,912.994,23.5465,-23.5465,12.598,0.046,-0.046,10.227,0.018,-0.018,12.4298,0.000169,-0.000169,2016-10-12,2016-12,2016-10-13
Kepler-68 d,0.102,Kepler-68,1,2,4,Radial Velocity,2013,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,632.62,1.03,-1.03,0,1.469,0.01,-0.01,0.0,,,,,,,,,238.05348,5.40308,-5.40308,0.0,0.749,0.017,-0.017,0.0,Msini,0.102,0.016,-0.016,0.0,,,,,,,,,0,17.2,0.29,-0.29,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5847.0,75.0,-75.0,0.0,1.26,0.01,-0.01,0.0,1.06,0.02,-0.02,0.0,0.11,0.06,-0.06,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.166,0.436,-0.434,10.077,0.004,-0.004,8.588,0.022,-0.022,9.93355,0.000313,-0.000313,2023-04-17,2023-04,2023-04-17
Kepler-68 e,0.33,Kepler-68,1,2,4,Radial Velocity,2023,Roque de los Muchachos Observatory,1,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,3455.0,348.0,-169.0,0,4.6,0.32,-0.16,0.0,,,,,,,,,86.44933,10.17051,-10.17051,0.0,0.272,0.032,-0.032,0.0,Msini,0.33,0.11,-0.11,0.0,,,,,,,,,0,3.73,0.39,-0.39,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5847.0,75.0,-75.0,0.0,1.26,0.01,-0.01,0.0,1.06,0.02,-0.02,0.0,0.11,0.06,-0.06,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.166,0.436,-0.434,10.077,0.004,-0.004,8.588,0.022,-0.022,9.93355,0.000313,-0.000313,2023-04-17,2023-04,2023-04-17
